Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Analysis
KEGG_2021_Human,Viral myocarditis,2/60,0.0177588230505749,0.1584633441435915,0,0,10.383490073145246,41.85452784289615,CCND1;MYH7,KEGG Pathways
GO_Biological_Process_2023,Negative Regulation Of Cell Growth (GO:0030308),2/125,0.067599414005056,0.1590892105229564,0,0,4.880266075388026,13.148197955524717,MYL2;SCGB3A1,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Osteoclast Differentiation (GO:0045671),1/21,0.0690569798213239,0.1590892105229564,0,0,14.859701492537312,39.71735668720526,LTF,GO Biological Process
GO_Biological_Process_2023,Regulation Of Lipopolysaccharide-Mediated Signaling Pathway (GO:0031664),1/21,0.0690569798213239,0.1590892105229564,0,0,14.859701492537312,39.71735668720526,LTF,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010971),1/21,0.0690569798213239,0.1590892105229564,0,0,14.859701492537312,39.71735668720526,CCND1,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Biomineral Tissue Development (GO:0070168),1/21,0.0690569798213239,0.1590892105229564,0,0,14.859701492537312,39.71735668720526,STATH,GO Biological Process
GO_Biological_Process_2023,Skin Epidermis Development (GO:0098773),1/21,0.0690569798213239,0.1590892105229564,0,0,14.859701492537312,39.71735668720526,FLG2,GO Biological Process
GO_Biological_Process_2023,Regulation Of Tumor Necrosis Factor Production (GO:0032680),2/127,0.0694913993669451,0.1593453948274601,0,0,4.80169696969697,12.80397602250948,FADD;LTF,GO Biological Process
Reactome_2022,"PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558",2/106,0.05055599663343,0.1606516415574252,0,0,5.777389277389277,17.243621904768,FGF3;FGF4,Reactome Pathways
Reactome_2022,PI3K/AKT Signaling In Cancer R-HSA-2219528,2/105,0.049708699731429,0.1606516415574252,0,0,5.833774639599882,17.510513959080843,FGF3;FGF4,Reactome Pathways
Reactome_2022,Phospholipase C-mediated Cascade; FGFR4 R-HSA-5654228,1/15,0.0498206911792053,0.1606516415574252,0,0,21.23454157782516,63.6892892034775,FGF4,Reactome Pathways
Reactome_2022,Transmission Across Chemical Synapses R-HSA-112315,3/246,0.0514026772348549,0.1606516415574252,0,0,3.739601139601139,11.099379337171564,CHRND;ACTN2;PPFIA1,Reactome Pathways
Reactome_2022,Phase II - Conjugation Of Compounds R-HSA-156580,2/107,0.051408525298376,0.1606516415574252,0,0,5.722077922077922,16.9828483697141,GSTM1;UGT1A7,Reactome Pathways
Reactome_2022,Negative Regulation Of PI3K/AKT Network R-HSA-199418,2/113,0.0566311064322393,0.161348083694682,0,0,5.4111384111384115,15.536443621202164,FGF3;FGF4,Reactome Pathways
Reactome_2022,SHC-mediated cascade:FGFR3 R-HSA-5654704,1/17,0.056275905553084,0.161348083694682,0,0,18.578358208955223,53.4590176825742,FGF4,Reactome Pathways
Reactome_2022,Regulation Of RUNX1 Expression And Activity R-HSA-8934593,1/17,0.056275905553084,0.161348083694682,0,0,18.578358208955223,53.4590176825742,CCND1,Reactome Pathways
Reactome_2022,Cardiac Conduction R-HSA-5576891,2/126,0.0685432111606992,0.161348083694682,0,0,4.840664711632454,12.97438963817553,SLN;TRDN,Reactome Pathways
Reactome_2022,Ras Activation Upon Ca2+ Influx Thru NMDA Receptor R-HSA-442982,1/19,0.0626879068283445,0.161348083694682,0,0,16.512437810945272,45.73262853376193,ACTN2,Reactome Pathways
Reactome_2022,PI-3K cascade:FGFR3 R-HSA-5654710,1/18,0.0594872899827324,0.161348083694682,0,0,17.484635645302898,49.34151245692923,FGF4,Reactome Pathways
Reactome_2022,Acetylcholine Neurotransmitter Release Cycle R-HSA-264642,1/17,0.056275905553084,0.161348083694682,0,0,18.578358208955223,53.4590176825742,PPFIA1,Reactome Pathways
Reactome_2022,Defective GALNT12 Causes CRCS1 R-HSA-5083636,1/18,0.0594872899827324,0.161348083694682,0,0,17.484635645302898,49.34151245692923,MUC5B,Reactome Pathways
Reactome_2022,Immune System R-HSA-168256,11/1943,0.0624698301560704,0.161348083694682,0,0,1.7979731938542007,4.985908322845832,PIGR;FLG2;BPIFA1;MYH2;BPIFB1;CCND1;FADD;ASB5;MUC5B;KLHL41;LTF,Reactome Pathways
Reactome_2022,Serotonin Neurotransmitter Release Cycle R-HSA-181429,1/18,0.0594872899827324,0.161348083694682,0,0,17.484635645302898,49.34151245692923,PPFIA1,Reactome Pathways
Reactome_2022,MAPK1/MAPK3 Signaling R-HSA-5684996,3/277,0.0683172346624373,0.161348083694682,0,0,3.3112857944974734,8.886144063136387,ACTN2;FGF3;FGF4,Reactome Pathways
Reactome_2022,FRS-mediated FGFR3 Signaling R-HSA-5654706,1/19,0.0626879068283445,0.161348083694682,0,0,16.512437810945272,45.73262853376193,FGF4,Reactome Pathways
Reactome_2022,Defective C1GALT1C1 Causes TNPS R-HSA-5083632,1/19,0.0626879068283445,0.161348083694682,0,0,16.512437810945272,45.73262853376193,MUC5B,Reactome Pathways
Reactome_2022,SHC-mediated cascade:FGFR4 R-HSA-5654719,1/19,0.0626879068283445,0.161348083694682,0,0,16.512437810945272,45.73262853376193,FGF4,Reactome Pathways
Reactome_2022,RAF/MAP Kinase Cascade R-HSA-5673001,3/271,0.0648656152777195,0.161348083694682,0,0,3.3864523536165327,9.263429120677364,ACTN2;FGF3;FGF4,Reactome Pathways
Reactome_2022,PI-3K cascade:FGFR4 R-HSA-5654720,1/20,0.0658777916264093,0.161348083694682,0,0,15.642576590730558,42.547087131862945,FGF4,Reactome Pathways
Reactome_2022,Receptor-type Tyrosine-Protein Phosphatases R-HSA-388844,1/20,0.0658777916264093,0.161348083694682,0,0,15.642576590730558,42.547087131862945,PPFIA1,Reactome Pathways
Reactome_2022,Negative Regulation Of NMDA Receptor-Mediated Neuronal Transmission R-HSA-9617324,1/21,0.0690569798213239,0.161348083694682,0,0,14.859701492537312,39.71735668720526,ACTN2,Reactome Pathways
Reactome_2022,Signaling By FGFR3 In Disease R-HSA-5655332,1/21,0.0690569798213239,0.161348083694682,0,0,14.859701492537312,39.71735668720526,FGF4,Reactome Pathways
Reactome_2022,"Unblocking Of NMDA Receptors, Glutamate Binding And Activation R-HSA-438066",1/21,0.0690569798213239,0.161348083694682,0,0,14.859701492537312,39.71735668720526,ACTN2,Reactome Pathways
Reactome_2022,RHO GTPases Activate PAKs R-HSA-5627123,1/21,0.0690569798213239,0.161348083694682,0,0,14.859701492537312,39.71735668720526,CTTN,Reactome Pathways
Reactome_2022,Azathioprine ADME R-HSA-9748787,1/21,0.0690569798213239,0.161348083694682,0,0,14.859701492537312,39.71735668720526,GSTM1,Reactome Pathways
Reactome_2022,FRS-mediated FGFR4 Signaling R-HSA-5654712,1/21,0.0690569798213239,0.161348083694682,0,0,14.859701492537312,39.71735668720526,FGF4,Reactome Pathways
Reactome_2022,Defective GALNT3 Causes HFTC R-HSA-5083625,1/18,0.0594872899827324,0.161348083694682,0,0,17.484635645302898,49.34151245692923,MUC5B,Reactome Pathways
Reactome_2022,Norepinephrine Neurotransmitter Release Cycle R-HSA-181430,1/18,0.0594872899827324,0.161348083694682,0,0,17.484635645302898,49.34151245692923,PPFIA1,Reactome Pathways
Reactome_2022,Caspase Activation Via Death Receptors In Presence Of Ligand R-HSA-140534,1/16,0.0530537178751864,0.161348083694682,0,0,19.817910447761193,58.19430975162623,FADD,Reactome Pathways
Reactome_2022,Aberrant Regulation Of Mitotic G1/S Transition In Cancer Due To RB1 Defects R-HSA-9659787,1/17,0.056275905553084,0.161348083694682,0,0,18.578358208955223,53.4590176825742,CCND1,Reactome Pathways
CellMarker_2024,Stage I Neutrophil Bone Marrow Mouse,2/152,0.0945106244191516,0.1629064710382745,0,0,3.996363636363637,9.42759375407852,CSRP3;LTF,CellMarker
CellMarker_2024,Epithelial Cell Lung Mouse,3/318,0.0940416001751375,0.1629064710382745,0,0,2.874285714285714,6.794863279409771,SLC34A2;ANO1;MYH7,CellMarker
CellMarker_2024,Endothelial Cell Liver Mouse,1/29,0.0941096218827057,0.1629064710382745,0,0,10.609808102345417,25.074106290081968,MYF6,CellMarker
CellMarker_2024,Mast Cell Bone Marrow Mouse,1/30,0.0971941163755111,0.1632362723742559,0,0,10.243437982501286,23.87791592101611,CSRP3,CellMarker
CellMarker_2024,Collecting Duct Transient Cell Kidney Mouse,1/30,0.0971941163755111,0.1632362723742559,0,0,10.243437982501286,23.87791592101611,CTTN,CellMarker
GO_Biological_Process_2023,Acetylcholine Receptor Signaling Pathway (GO:0095500),1/22,0.0722255067202058,0.1633356642800986,0,0,14.15138592750533,37.18930470253887,CHRND,GO Biological Process
GO_Biological_Process_2023,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum (GO:0010880),1/22,0.0722255067202058,0.1633356642800986,0,0,14.15138592750533,37.18930470253887,TRDN,GO Biological Process
GO_Biological_Process_2023,Modulation By Host Of Viral Process (GO:0044788),1/22,0.0722255067202058,0.1633356642800986,0,0,14.15138592750533,37.18930470253887,LTF,GO Biological Process
Cancer_Cell_Line_Encyclopedia,DETROIT562 UPPER AERODIGESTIVE TRACT,2/50,0.0125608922452035,0.163935747507913,0,0,12.553030303030305,54.94671101969335,PIGR;SCGB3A1,Cancer Cell Line Encyclopedia
KEGG_2021_Human,Tight junction,3/169,0.0198963880547454,0.1648557867393192,0,0,5.495644114921223,21.527630929438807,CCND1;CTTN;MYL2,KEGG Pathways
GO_Biological_Process_2023,Synapse Organization (GO:0050808),2/131,0.0733272711525333,0.1650700670237393,0,0,4.651867512332629,12.154504990895887,PPFIA1;SHANK2,GO Biological Process
Reactome_2022,Nephrin Family Interactions R-HSA-373753,1/22,0.0722255067202058,0.1656548319270777,0,0,14.15138592750533,37.18930470253887,ACTN2,Reactome Pathways
Reactome_2022,RA Biosynthesis Pathway R-HSA-5365859,1/22,0.0722255067202058,0.1656548319270777,0,0,14.15138592750533,37.18930470253887,ADH7,Reactome Pathways
GO_Biological_Process_2023,Epithelial Cell Differentiation (GO:0030855),2/132,0.0742968228303721,0.1664924257062431,0,0,4.615850815850816,11.999767773212444,UPK1B;KRT24,GO Biological Process
GO_Biological_Process_2023,Hepaticobiliary System Development (GO:0061008),1/23,0.0753834075225752,0.1674054950839171,0,0,13.507462686567164,34.919061481317286,UGT1A7,GO Biological Process
GO_Biological_Process_2023,Actin Nucleation (GO:0045010),1/23,0.0753834075225752,0.1674054950839171,0,0,13.507462686567164,34.919061481317286,LMOD2,GO Biological Process
Reactome_2022,Glutamate Neurotransmitter Release Cycle R-HSA-210500,1/23,0.0753834075225752,0.1682665346486055,0,0,13.507462686567164,34.919061481317286,PPFIA1,Reactome Pathways
Reactome_2022,Long-term Potentiation R-HSA-9620244,1/23,0.0753834075225752,0.1682665346486055,0,0,13.507462686567164,34.919061481317286,ACTN2,Reactome Pathways
Reactome_2022,Dopamine Neurotransmitter Release Cycle R-HSA-212676,1/23,0.0753834075225752,0.1682665346486055,0,0,13.507462686567164,34.919061481317286,PPFIA1,Reactome Pathways
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle G2/M Phase Transition (GO:1902751),1/24,0.0785307173419281,0.1690639460679937,0,0,12.919532770927969,32.870720562250014,CCND1,GO Biological Process
GO_Biological_Process_2023,Regulation Of Cysteine-Type Endopeptidase Activity (GO:2000116),1/24,0.0785307173419281,0.1690639460679937,0,0,12.919532770927969,32.870720562250014,LTF,GO Biological Process
GO_Biological_Process_2023,Iron Ion Transport (GO:0006826),1/24,0.0785307173419281,0.1690639460679937,0,0,12.919532770927969,32.870720562250014,LTF,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Ossification (GO:0030279),1/24,0.0785307173419281,0.1690639460679937,0,0,12.919532770927969,32.870720562250014,STATH,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Ion Transmembrane Transporter Activity (GO:0032413),1/24,0.0785307173419281,0.1690639460679937,0,0,12.919532770927969,32.870720562250014,SLN,GO Biological Process
GO_Biological_Process_2023,Non-Membrane-Bounded Organelle Assembly (GO:0140694),2/135,0.0772302590209709,0.1690639460679937,0,0,4.511050353155617,11.552637297305557,KLHL41;LMOD2,GO Biological Process
GO_Biological_Process_2023,Regulation Of Ryanodine-Sensitive Calcium-Release Channel Activity (GO:0060314),1/24,0.0785307173419281,0.1690639460679937,0,0,12.919532770927969,32.870720562250014,TRDN,GO Biological Process
PanglaoDB_Augmented_2021,Epithelial Cells,3/218,0.0381608311538026,0.1693386882449991,0,0,4.232629695885509,13.82353855129215,PIGR;KRT2;LTF,PanglaoDB
GO_Biological_Process_2023,Negative Regulation Of Stress Fiber Assembly (GO:0051497),1/25,0.0816674711385058,0.1713279288139718,0,0,12.380597014925373,31.014627471998192,PPFIA1,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Protein Localization To Membrane (GO:1905476),1/25,0.0816674711385058,0.1713279288139718,0,0,12.380597014925373,31.014627471998192,PPFIA1,GO Biological Process
GO_Biological_Process_2023,Regulation Of Hippo Signaling (GO:0035330),1/25,0.0816674711385058,0.1713279288139718,0,0,12.380597014925373,31.014627471998192,SHANK2,GO Biological Process
GO_Biological_Process_2023,Intracellular Calcium Ion Homeostasis (GO:0006874),2/139,0.081197907119681,0.1713279288139718,0,0,4.378456093784561,10.993715691297735,CSRP3;TRDN,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Gene Expression (GO:0010628),4/480,0.0805847425775081,0.1713279288139718,0,0,2.5546218487394956,6.43367703707636,ACTC1;NTS;FGF3;FGF4,GO Biological Process
GO_Biological_Process_2023,Long-Chain Fatty Acid Biosynthetic Process (GO:0042759),1/25,0.0816674711385058,0.1713279288139718,0,0,12.380597014925373,31.014627471998192,GSTM1,GO Biological Process
Reactome_2022,Estrogen-dependent Nuclear Events Downstream Of ESR-membrane Signaling R-HSA-9634638,1/24,0.0785307173419281,0.1722164853989652,0,0,12.919532770927969,32.870720562250014,CCND1,Reactome Pathways
Reactome_2022,Downstream Signaling Of Activated FGFR3 R-HSA-5654708,1/24,0.0785307173419281,0.1722164853989652,0,0,12.919532770927969,32.870720562250014,FGF4,Reactome Pathways
KEGG_2021_Human,Retinol metabolism,2/68,0.02246243390249,0.173709488845923,0,0,9.12121212121212,34.623309145572826,ADH7;UGT1A7,KEGG Pathways
Reactome_2022,Termination Of O-glycan Biosynthesis R-HSA-977068,1/25,0.0816674711385058,0.1745031434583458,0,0,12.380597014925373,31.014627471998192,MUC5B,Reactome Pathways
Reactome_2022,Glucuronidation R-HSA-156588,1/25,0.0816674711385058,0.1745031434583458,0,0,12.380597014925373,31.014627471998192,UGT1A7,Reactome Pathways
Reactome_2022,Assembly And Cell Surface Presentation Of NMDA Receptors R-HSA-9609736,1/25,0.0816674711385058,0.1745031434583458,0,0,12.380597014925373,31.014627471998192,ACTN2,Reactome Pathways
GO_Biological_Process_2023,Mitotic G1 DNA Damage Checkpoint Signaling (GO:0031571),1/26,0.0847937037877674,0.1749091881479889,0,0,11.884776119402986,29.326088999262875,CCND1,GO Biological Process
GO_Biological_Process_2023,Nucleic Acid Phosphodiester Bond Hydrolysis (GO:0090305),1/26,0.0847937037877674,0.1749091881479889,0,0,11.884776119402986,29.326088999262875,HORMAD1,GO Biological Process
GO_Biological_Process_2023,Fc Receptor Signaling Pathway (GO:0038093),1/26,0.0847937037877674,0.1749091881479889,0,0,11.884776119402986,29.326088999262875,PIGR,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Catalytic Activity (GO:0043086),1/26,0.0847937037877674,0.1749091881479889,0,0,11.884776119402986,29.326088999262875,SLN,GO Biological Process
Reactome_2022,Infection With Mycobacterium Tuberculosis R-HSA-9635486,1/26,0.0847937037877674,0.1766535495578489,0,0,11.884776119402986,29.326088999262875,LTF,Reactome Pathways
Reactome_2022,Caspase Activation Via Extrinsic Apoptotic Signaling Pathway R-HSA-5357769,1/26,0.0847937037877674,0.1766535495578489,0,0,11.884776119402986,29.326088999262875,FADD,Reactome Pathways
Reactome_2022,Downstream Signaling Of Activated FGFR4 R-HSA-5654716,1/26,0.0847937037877674,0.1766535495578489,0,0,11.884776119402986,29.326088999262875,FGF4,Reactome Pathways
GO_Biological_Process_2023,Positive Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901021),1/27,0.0879094500534163,0.1776203232636649,0,0,11.427095292766934,27.784387663217135,TRDN,GO Biological Process
GO_Biological_Process_2023,Regulation Of Insulin Secretion Involved In Cellular Response To Glucose Stimulus (GO:0061178),1/27,0.0879094500534163,0.1776203232636649,0,0,11.427095292766934,27.784387663217135,ANO1,GO Biological Process
GO_Biological_Process_2023,Cardiac Muscle Cell Differentiation (GO:0055007),1/27,0.0879094500534163,0.1776203232636649,0,0,11.427095292766934,27.784387663217135,TCAP,GO Biological Process
GO_Biological_Process_2023,Peptide Cross-Linking (GO:0018149),1/27,0.0879094500534163,0.1776203232636649,0,0,11.427095292766934,27.784387663217135,KRT2,GO Biological Process
GO_Biological_Process_2023,Peptidyl-Lysine Methylation (GO:0018022),1/27,0.0879094500534163,0.1776203232636649,0,0,11.427095292766934,27.784387663217135,SMYD1,GO Biological Process
GO_Biological_Process_2023,Diterpenoid Metabolic Process (GO:0016101),1/28,0.0910147445824993,0.1780566233300482,0,0,11.003316749585409,26.372020695020453,ADH7,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Actin Filament Bundle Assembly (GO:0032232),1/28,0.0910147445824993,0.1780566233300482,0,0,11.003316749585409,26.372020695020453,PPFIA1,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Cation Channel Activity (GO:2001258),1/28,0.0910147445824993,0.1780566233300482,0,0,11.003316749585409,26.372020695020453,TRDN,GO Biological Process
GO_Biological_Process_2023,"Regulation Of DNA Damage Response, Signal Transduction By P53 Class Mediator (GO:0043516)",1/28,0.0910147445824993,0.1780566233300482,0,0,11.003316749585409,26.372020695020453,ANKRD1,GO Biological Process
GO_Biological_Process_2023,Primary Neural Tube Formation (GO:0014020),1/28,0.0910147445824993,0.1780566233300482,0,0,11.003316749585409,26.372020695020453,CSRP3,GO Biological Process
GO_Biological_Process_2023,Regulation Of Sodium Ion Transmembrane Transport (GO:1902305),1/28,0.0910147445824993,0.1780566233300482,0,0,11.003316749585409,26.372020695020453,BPIFA1,GO Biological Process
GO_Biological_Process_2023,Defense Response To Symbiont (GO:0140546),2/148,0.0903491638080718,0.1780566233300482,0,0,4.106683271066832,9.872768494745928,BPIFA1;FADD,GO Biological Process
GO_Biological_Process_2023,Regulation Of Chromosome Segregation (GO:0051983),1/28,0.0910147445824993,0.1780566233300482,0,0,11.003316749585409,26.372020695020453,HORMAD1,GO Biological Process
GO_Biological_Process_2023,Regulation Of Apoptotic Process (GO:0042981),5/705,0.0915211462046728,0.1783396248178012,0,0,2.180498866213152,5.213976677119539,ACTN2;ANKRD1;PRAME;FADD;LTF,GO Biological Process
GO_Biological_Process_2023,Tube Closure (GO:0060606),1/29,0.0941096218827057,0.1798296263107517,0,0,10.609808102345417,25.074106290081968,CSRP3,GO Biological Process
GO_Biological_Process_2023,Regulation Of Developmental Growth (GO:0048638),1/29,0.0941096218827057,0.1798296263107517,0,0,10.609808102345417,25.074106290081968,CTTN,GO Biological Process
GO_Biological_Process_2023,Defense Response To Fungus (GO:0050832),1/29,0.0941096218827057,0.1798296263107517,0,0,10.609808102345417,25.074106290081968,LTF,GO Biological Process
GO_Biological_Process_2023,Morphogenesis Of An Epithelium (GO:0002009),1/29,0.0941096218827057,0.1798296263107517,0,0,10.609808102345417,25.074106290081968,FLG2,GO Biological Process
GO_Biological_Process_2023,Response To Alcohol (GO:0097305),1/29,0.0941096218827057,0.1798296263107517,0,0,10.609808102345417,25.074106290081968,ADH7,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of NF-kappaB Transcription Factor Activity (GO:0051092),2/152,0.0945106244191516,0.1798986016935975,0,0,3.996363636363637,9.42759375407852,NTS;LTF,GO Biological Process
GO_Biological_Process_2023,Epithelium Development (GO:0060429),2/154,0.096612041521928,0.1815026491406326,0,0,3.9433811802232857,9.21588644849718,UPK1B;KRT24,GO Biological Process
GO_Biological_Process_2023,Extrinsic Apoptotic Signaling Pathway Via Death Domain Receptors (GO:0008625),1/30,0.0971941163755111,0.1815026491406326,0,0,10.243437982501286,23.87791592101611,FADD,GO Biological Process
GO_Biological_Process_2023,Lamellipodium Organization (GO:0097581),1/30,0.0971941163755111,0.1815026491406326,0,0,10.243437982501286,23.87791592101611,CTTN,GO Biological Process
GO_Biological_Process_2023,Prostaglandin Metabolic Process (GO:0006693),1/30,0.0971941163755111,0.1815026491406326,0,0,10.243437982501286,23.87791592101611,GSTM1,GO Biological Process
GO_Biological_Process_2023,Homologous Chromosome Pairing At Meiosis (GO:0007129),1/30,0.0971941163755111,0.1815026491406326,0,0,10.243437982501286,23.87791592101611,HORMAD1,GO Biological Process
CellMarker_2024,Medullary Cell Kidney Mouse,2/166,0.1094929994631386,0.1815643408819135,0,0,3.6526237989652626,8.079219089116346,CSRP3;NTS,CellMarker
Cancer_Cell_Line_Encyclopedia,SNU503 LARGE INTESTINE,3/149,0.0142689212395206,0.1815720227729005,0,0,6.254794520547946,26.580821679201694,SPRR3;NEFM;ADH7,Cancer Cell Line Encyclopedia
Reactome_2022,CREB1 Phosphorylation Thru NMDA Receptor-Mediated Activation Of RAS Signaling R-HSA-442742,1/27,0.0879094500534163,0.1816310951516866,0,0,11.427095292766934,27.784387663217135,ACTN2,Reactome Pathways
CellMarker_2024,Hepatocyte Liver Mouse,1/35,0.1124620438492114,0.1841565968030837,0,0,8.734855136084285,19.08687700448831,GSTM1,CellMarker
GO_Biological_Process_2023,Regulation Of Protein Localization To Cell Surface (GO:2000008),1/31,0.1002682623878204,0.1844487065566994,0,0,9.901492537313432,22.772502698810975,ACTN2,GO Biological Process
GO_Biological_Process_2023,Response To Estradiol (GO:0032355),1/31,0.1002682623878204,0.1844487065566994,0,0,9.901492537313432,22.772502698810975,MYOG,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of DNA Biosynthetic Process (GO:2000279),1/31,0.1002682623878204,0.1844487065566994,0,0,9.901492537313432,22.772502698810975,ANKRD1,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001238),1/31,0.1002682623878204,0.1844487065566994,0,0,9.901492537313432,22.772502698810975,FADD,GO Biological Process
Reactome_2022,Paracetamol ADME R-HSA-9753281,1/28,0.0910147445824993,0.1852551611864287,0,0,11.003316749585409,26.372020695020453,GSTM1,Reactome Pathways
Reactome_2022,Regulation Of Necroptotic Cell Death R-HSA-5675482,1/29,0.0941096218827057,0.1852551611864287,0,0,10.609808102345417,25.074106290081968,FADD,Reactome Pathways
Reactome_2022,Surfactant Metabolism R-HSA-5683826,1/29,0.0941096218827057,0.1852551611864287,0,0,10.609808102345417,25.074106290081968,SLC34A2,Reactome Pathways
Reactome_2022,Negative Regulation Of FGFR3 Signaling R-HSA-5654732,1/29,0.0941096218827057,0.1852551611864287,0,0,10.609808102345417,25.074106290081968,FGF4,Reactome Pathways
Reactome_2022,Dectin-2 Family R-HSA-5621480,1/29,0.0941096218827057,0.1852551611864287,0,0,10.609808102345417,25.074106290081968,MUC5B,Reactome Pathways
Reactome_2022,MAPK Family Signaling Cascades R-HSA-5683057,3/318,0.0940416001751375,0.1852551611864287,0,0,2.874285714285714,6.794863279409771,ACTN2;FGF3;FGF4,Reactome Pathways
GO_Biological_Process_2023,Regulation Of Calcium Ion Transmembrane Transporter Activity (GO:1901019),1/32,0.103332094120948,0.1866033787605398,0,0,9.581608088589311,21.748403627067045,SLN,GO Biological Process
GO_Biological_Process_2023,Histone Lysine Methylation (GO:0034968),1/32,0.103332094120948,0.1866033787605398,0,0,9.581608088589311,21.748403627067045,SMYD1,GO Biological Process
GO_Biological_Process_2023,Transition Metal Ion Transport (GO:0000041),1/32,0.103332094120948,0.1866033787605398,0,0,9.581608088589311,21.748403627067045,LTF,GO Biological Process
GO_Biological_Process_2023,Female Gamete Generation (GO:0007292),1/32,0.103332094120948,0.1866033787605398,0,0,9.581608088589311,21.748403627067045,HORMAD1,GO Biological Process
GO_Biological_Process_2023,Neural Tube Closure (GO:0001843),1/32,0.103332094120948,0.1866033787605398,0,0,9.581608088589311,21.748403627067045,CSRP3,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Ion Transmembrane Transporter Activity (GO:0032414),1/33,0.1063856456375189,0.1886623140262476,0,0,9.281716417910449,20.797399230359275,ACTN2,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of Release Of Sequestered Calcium Ion Into Cytosol (GO:0051281),1/33,0.1063856456375189,0.1886623140262476,0,0,9.281716417910449,20.797399230359275,TRDN,GO Biological Process
GO_Biological_Process_2023,Regulation Of Type I Interferon-Mediated Signaling Pathway (GO:0060338),1/33,0.1063856456375189,0.1886623140262476,0,0,9.281716417910449,20.797399230359275,FADD,GO Biological Process
GO_Biological_Process_2023,Positive Regulation Of T Cell Mediated Cytotoxicity (GO:0001916),1/33,0.1063856456375189,0.1886623140262476,0,0,9.281716417910449,20.797399230359275,FADD,GO Biological Process
GO_Biological_Process_2023,Regulation Of Activated T Cell Proliferation (GO:0046006),1/33,0.1063856456375189,0.1886623140262476,0,0,9.281716417910449,20.797399230359275,FADD,GO Biological Process
Reactome_2022,FGFR1 Mutant Receptor Activation R-HSA-1839124,1/30,0.0971941163755111,0.1898322585459202,0,0,10.243437982501286,23.87791592101611,FGF4,Reactome Pathways
GO_Biological_Process_2023,Regulation Of calcineurin-NFAT Signaling Cascade (GO:0070884),1/34,0.1094289509220514,0.190630645952549,0,0,9.0,19.912318113121092,C10ORF71,GO Biological Process
GO_Biological_Process_2023,Regulation Of Blood Circulation (GO:1903522),1/34,0.1094289509220514,0.190630645952549,0,0,9.0,19.912318113121092,DES,GO Biological Process
GO_Biological_Process_2023,Regulation Of Metal Ion Transport (GO:0010959),1/34,0.1094289509220514,0.190630645952549,0,0,9.0,19.912318113121092,SLN,GO Biological Process
GO_Biological_Process_2023,Regulation Of DNA Biosynthetic Process (GO:2000278),1/34,0.1094289509220514,0.190630645952549,0,0,9.0,19.912318113121092,ANKRD1,GO Biological Process
GO_Biological_Process_2023,Response To Estrogen (GO:0043627),1/34,0.1094289509220514,0.190630645952549,0,0,9.0,19.912318113121092,SLC34A2,GO Biological Process
GO_Biological_Process_2023,Negative Regulation Of Cellular Process (GO:0048523),4/537,0.109920209945654,0.190812195433829,0,0,2.2747420262664164,5.022631623548875,MYOG;MYL2;SCGB3A1;PRAME,GO Biological Process
GO_Biological_Process_2023,Regulation Of Sodium Ion Transport (GO:0002028),1/35,0.1124620438492114,0.1925131514502127,0,0,8.734855136084285,19.08687700448831,BPIFA1,GO Biological Process
GO_Biological_Process_2023,Regulation Of Axon Extension (GO:0030516),1/35,0.1124620438492114,0.1925131514502127,0,0,8.734855136084285,19.08687700448831,CTTN,GO Biological Process
GO_Biological_Process_2023,Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),1/35,0.1124620438492114,0.1925131514502127,0,0,8.734855136084285,19.08687700448831,CCND1,GO Biological Process
GO_Biological_Process_2023,Liver Development (GO:0001889),1/35,0.1124620438492114,0.1925131514502127,0,0,8.734855136084285,19.08687700448831,UGT1A7,GO Biological Process
Reactome_2022,Negative Regulation Of FGFR4 Signaling R-HSA-5654733,1/31,0.1002682623878204,0.1928235815150392,0,0,9.901492537313432,22.772502698810975,FGF4,Reactome Pathways
